recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
5,79.29,1,0,Surburban,1,Web,No Offer,0
7,56.18,0,1,Surburban,0,Phone,Discount,0
2,1170.71,0,1,Surburban,1,Web,No Offer,0
6,221.65,1,0,Surburban,1,Phone,Discount,0
11,29.99,0,1,Rural,1,Web,No Offer,0
5,341.03,0,1,Surburban,1,Web,No Offer,0
1,393.8,1,0,Surburban,0,Phone,No Offer,0
2,1672.21,1,0,Rural,1,Web,Discount,0
5,518.94,1,0,Surburban,1,Phone,Buy One Get One,0
10,166.5,1,0,Surburban,0,Web,Buy One Get One,0
9,486.15,1,0,Rural,0,Multichannel,Buy One Get One,0
5,444.18,1,0,Surburban,1,Multichannel,Buy One Get One,0
9,45.48,0,1,Surburban,1,Phone,No Offer,0
2,374.75,1,1,Urban,0,Web,Discount,0
10,168.42,0,1,Surburban,0,Web,Discount,0
9,104.85,0,1,Urban,0,Web,No Offer,0
4,1477.25,1,0,Surburban,1,Web,Discount,0
9,38.01,0,1,Surburban,1,Web,Buy One Get One,0
7,886.75,1,1,Rural,1,Phone,Buy One Get One,0
4,293.88,0,1,Urban,0,Web,No Offer,1
2,118.18,0,1,Urban,1,Phone,Discount,0
12,238.09,1,0,Surburban,0,Web,Discount,0
7,64.8,0,1,Surburban,0,Phone,Discount,0
6,173.95,0,1,Surburban,1,Phone,No Offer,0
12,101.24,0,1,Surburban,1,Phone,Discount,1
7,29.99,1,0,Urban,0,Web,Buy One Get One,0
11,48.34,0,1,Rural,1,Web,Discount,0
8,382.75,0,1,Surburban,0,Phone,No Offer,0
10,97.15,0,1,Urban,0,Web,No Offer,0
5,41.11,0,1,Surburban,1,Phone,Buy One Get One,0
8,125.69,1,0,Surburban,0,Web,No Offer,1
5,390.44,0,1,Surburban,0,Web,Discount,0
4,59.08,1,0,Rural,1,Phone,Buy One Get One,0
10,258.49,1,1,Surburban,0,Multichannel,No Offer,0
10,131.74,1,0,Surburban,0,Phone,Discount,0
12,114.59,1,0,Urban,0,Web,Discount,1
11,75.97,1,0,Urban,1,Web,Buy One Get One,0
4,225.12,1,0,Urban,0,Web,Discount,0
9,68.26,0,1,Urban,0,Web,No Offer,0
4,620.59,1,1,Rural,1,Phone,Discount,1
5,100.48,1,0,Urban,1,Web,No Offer,0
7,159.06,0,1,Urban,1,Web,No Offer,1
9,65.54,1,0,Surburban,0,Web,Discount,0
10,183.09,1,0,Surburban,1,Web,No Offer,0
5,29.99,0,1,Rural,1,Phone,No Offer,0
11,394.19,0,1,Urban,0,Web,No Offer,0
1,112.29,1,0,Surburban,0,Web,No Offer,0
11,281.27,0,1,Surburban,1,Phone,Buy One Get One,0
10,127.58,0,1,Surburban,1,Web,Buy One Get One,0
6,314.42,1,1,Rural,0,Web,No Offer,1
11,260.92,1,0,Rural,0,Phone,No Offer,0
11,198.1,1,0,Urban,0,Web,Discount,0
2,59.87,0,1,Surburban,1,Web,Buy One Get One,0
1,277.06,1,1,Urban,1,Web,Buy One Get One,0
9,32.37,1,0,Urban,1,Phone,No Offer,0
2,190.02,0,1,Surburban,1,Phone,Buy One Get One,0
7,230.94,1,0,Surburban,1,Multichannel,No Offer,0
4,76.44,0,1,Urban,0,Phone,Buy One Get One,0
1,29.99,0,1,Urban,1,Web,No Offer,0
5,356.26,1,0,Surburban,0,Web,Buy One Get One,1
8,181.47,0,1,Urban,0,Web,Buy One Get One,0
3,131.27,0,1,Surburban,0,Web,Discount,0
1,339.68,1,1,Surburban,0,Phone,No Offer,0
9,82.92,1,0,Surburban,1,Web,No Offer,0
7,418.23,1,0,Surburban,0,Phone,No Offer,0
9,29.99,1,0,Surburban,0,Phone,Buy One Get One,0
2,179.66,1,0,Surburban,0,Phone,Buy One Get One,0
3,132.81,1,0,Surburban,1,Phone,Discount,0
1,229.78,1,0,Urban,0,Web,Buy One Get One,0
1,540.62,0,1,Surburban,1,Web,No Offer,0
2,883.34,1,0,Urban,1,Web,Discount,0
10,216.68,0,1,Urban,1,Web,Discount,0
2,161.64,0,1,Urban,0,Phone,Buy One Get One,0
12,29.99,1,0,Rural,1,Phone,Discount,0
9,373.75,1,1,Rural,0,Phone,No Offer,0
10,241.26,0,1,Surburban,1,Multichannel,Buy One Get One,0
3,56.99,0,1,Surburban,0,Phone,Buy One Get One,1
12,56.9,1,0,Urban,0,Phone,Buy One Get One,0
5,263.86,0,1,Surburban,1,Multichannel,Buy One Get One,0
12,77.96,1,0,Rural,0,Web,Discount,0
1,72.02,1,0,Surburban,0,Web,Buy One Get One,0
9,61.61,0,1,Surburban,1,Web,No Offer,1
1,29.99,1,0,Rural,1,Phone,Buy One Get One,0
7,29.99,1,0,Rural,1,Web,Discount,0
9,29.99,0,1,Surburban,1,Web,No Offer,0
6,93.96,0,1,Surburban,0,Web,No Offer,1
1,247.02,0,1,Urban,0,Multichannel,No Offer,0
9,510.07,1,0,Surburban,1,Multichannel,Discount,0
1,1499.11,0,1,Surburban,1,Multichannel,Buy One Get One,0
2,29.99,1,0,Surburban,0,Web,Discount,0
9,90.16,0,1,Urban,1,Web,No Offer,0
11,142.66,0,1,Surburban,0,Phone,Buy One Get One,0
9,140.6,0,1,Urban,0,Phone,Discount,0
3,54.01,0,1,Surburban,0,Web,Discount,0
7,47.36,1,0,Urban,1,Web,Buy One Get One,0
9,29.99,0,1,Rural,1,Web,Discount,0
1,420.05,1,1,Surburban,0,Multichannel,Discount,0
1,81.76,0,1,Urban,0,Web,No Offer,0
3,186.41,0,1,Surburban,1,Web,Discount,0
3,228.74,1,1,Rural,0,Web,Buy One Get One,0
12,189.54,1,0,Surburban,0,Phone,No Offer,0
4,173.76,1,0,Rural,0,Web,Buy One Get One,0
9,78.26,1,0,Urban,0,Web,Discount,0
10,91.55,0,1,Urban,0,Phone,Buy One Get One,0
6,111.54,0,1,Surburban,0,Phone,Discount,0
2,316.74,0,1,Urban,1,Web,No Offer,0
2,141.35,1,0,Urban,1,Web,Buy One Get One,0
3,1049.97,1,1,Urban,1,Phone,Discount,0
6,104.55,1,0,Urban,1,Phone,Buy One Get One,0
7,381.44,0,1,Surburban,0,Multichannel,Discount,0
10,200.13,1,0,Rural,0,Multichannel,Buy One Get One,1
7,371.51,0,1,Rural,1,Multichannel,Buy One Get One,1
11,721.57,1,1,Urban,1,Phone,Discount,1
9,289.89,1,1,Urban,0,Phone,Discount,0
1,1761.53,1,1,Surburban,1,Multichannel,No Offer,0
12,170.64,1,0,Surburban,0,Web,No Offer,0
4,29.99,1,0,Rural,1,Phone,Discount,0
4,293.42,1,0,Surburban,0,Multichannel,No Offer,1
11,71.11,0,1,Surburban,1,Web,No Offer,0
1,29.99,0,1,Urban,1,Web,No Offer,0
1,57.32,1,0,Surburban,0,Phone,Buy One Get One,0
1,81.37,1,0,Surburban,0,Phone,Buy One Get One,0
5,81.23,1,0,Surburban,1,Web,Discount,0
3,290.11,1,0,Urban,1,Multichannel,Buy One Get One,0
10,365.75,1,1,Urban,0,Phone,No Offer,0
11,37.85,1,0,Rural,0,Web,Discount,0
6,36.83,1,0,Rural,1,Phone,Buy One Get One,0
8,92.9,1,0,Surburban,0,Phone,No Offer,0
11,29.99,0,1,Rural,0,Web,No Offer,0
10,239.6,0,1,Urban,0,Multichannel,No Offer,0
2,253.22,0,1,Rural,1,Phone,Buy One Get One,0
2,65.18,0,1,Surburban,1,Web,Buy One Get One,0
1,225.46,0,1,Surburban,0,Phone,Buy One Get One,0
5,96.61,0,1,Surburban,1,Web,Discount,0
3,168.56,1,0,Surburban,0,Web,Discount,0
1,289.24,0,1,Surburban,1,Phone,No Offer,0
1,394.79,1,1,Rural,0,Multichannel,No Offer,1
2,117.48,1,0,Urban,1,Phone,No Offer,0
10,86.45,0,1,Urban,1,Web,Buy One Get One,0
5,168.74,0,1,Urban,1,Web,Buy One Get One,0
9,608.14,0,1,Urban,1,Phone,Buy One Get One,0
1,543.83,0,1,Surburban,1,Phone,Buy One Get One,0
12,415.01,0,1,Surburban,0,Web,Buy One Get One,0
9,199.09,1,0,Rural,0,Web,No Offer,0
3,261.89,0,1,Surburban,1,Multichannel,Buy One Get One,0
1,278.38,1,0,Rural,1,Phone,Discount,0
12,374.2,1,0,Urban,0,Phone,No Offer,0
3,29.99,0,1,Urban,0,Web,No Offer,1
6,29.99,1,0,Urban,0,Phone,No Offer,0
4,116.45,1,0,Rural,1,Web,No Offer,0
2,94.63,1,0,Urban,0,Web,No Offer,0
3,328.43,1,0,Urban,0,Phone,No Offer,0
5,128.07,1,0,Urban,1,Phone,Discount,0
10,93.03,0,1,Surburban,0,Phone,Buy One Get One,0
2,667.66,1,0,Urban,1,Multichannel,Discount,0
1,498.07,1,0,Rural,1,Phone,No Offer,0
1,29.99,1,0,Rural,0,Phone,Discount,1
9,63.36,0,1,Urban,1,Web,Discount,0
10,204.29,1,0,Surburban,1,Web,No Offer,0
10,215.11,1,0,Surburban,0,Web,Discount,1
8,94.3,1,0,Urban,1,Phone,Buy One Get One,0
10,78.62,1,0,Urban,1,Phone,Discount,0
6,73.56,0,1,Urban,0,Web,Buy One Get One,0
1,761.28,0,1,Surburban,1,Multichannel,Buy One Get One,0
1,127.77,1,0,Rural,0,Phone,Buy One Get One,0
1,126.01,1,0,Urban,0,Phone,Buy One Get One,0
6,230.91,0,1,Surburban,1,Phone,Buy One Get One,0
4,43.62,1,0,Urban,0,Web,No Offer,0
8,386.19,1,1,Urban,1,Web,Buy One Get One,0
6,643.62,1,1,Surburban,1,Multichannel,Buy One Get One,0
3,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
3,638.25,1,1,Surburban,1,Web,No Offer,0
3,209.28,1,1,Surburban,1,Phone,No Offer,0
10,41.4,0,1,Rural,0,Web,No Offer,0
4,188.57,0,1,Surburban,0,Web,Buy One Get One,0
2,846.07,1,0,Rural,1,Web,Discount,0
12,478.47,1,1,Surburban,0,Multichannel,Discount,1
8,169.01,1,0,Surburban,1,Web,Discount,0
4,65.68,0,1,Urban,0,Web,No Offer,0
9,95.08,0,1,Surburban,0,Web,Discount,1
6,658.07,1,0,Surburban,1,Phone,Discount,0
3,29.99,0,1,Surburban,0,Web,No Offer,0
10,63.4,1,0,Surburban,1,Phone,Buy One Get One,0
9,260.76,1,0,Urban,1,Web,Buy One Get One,0
4,317.9,1,1,Rural,0,Web,Discount,0
1,847.16,1,0,Surburban,1,Web,Discount,1
1,782.07,1,1,Surburban,1,Phone,Buy One Get One,0
3,77.36,1,0,Urban,1,Phone,Buy One Get One,0
1,106.84,1,0,Surburban,0,Web,Buy One Get One,0
10,29.99,0,1,Surburban,1,Web,Discount,0
1,1192.14,1,0,Urban,1,Web,Discount,0
2,183.94,1,0,Urban,1,Phone,Buy One Get One,0
12,54.87,0,1,Surburban,1,Phone,No Offer,0
6,835.46,1,1,Surburban,1,Web,Buy One Get One,1
2,158.95,1,0,Surburban,1,Web,Buy One Get One,0
10,29.99,0,1,Urban,0,Phone,Discount,1
12,57.77,0,1,Urban,1,Phone,Discount,0
7,262.89,0,1,Urban,0,Multichannel,Buy One Get One,0
1,541.4,1,0,Urban,1,Phone,Buy One Get One,0
2,389.47,1,0,Surburban,0,Web,No Offer,0
2,125.98,1,0,Rural,0,Phone,No Offer,0
8,37.53,1,0,Rural,1,Phone,Discount,0
10,360.11,1,1,Urban,0,Web,Discount,0
1,539.95,1,0,Urban,1,Multichannel,Discount,1
11,284.83,1,0,Urban,1,Multichannel,Buy One Get One,0
1,528.6,1,0,Urban,1,Multichannel,No Offer,0
9,298.51,0,1,Rural,1,Multichannel,Buy One Get One,0
10,180.74,1,0,Urban,0,Web,No Offer,0
1,116.45,0,1,Urban,1,Phone,No Offer,1
9,250.47,0,1,Surburban,0,Web,No Offer,0
1,96.77,0,1,Surburban,1,Web,Buy One Get One,0
10,136.4,0,1,Surburban,1,Phone,Buy One Get One,0
8,68.71,0,1,Urban,1,Web,Discount,0
3,359.02,0,1,Rural,1,Phone,Buy One Get One,0
11,144.98,1,0,Surburban,1,Phone,Buy One Get One,0
7,43.41,1,0,Urban,0,Phone,Buy One Get One,0
10,60.05,0,1,Urban,0,Phone,Discount,0
7,29.99,0,1,Surburban,1,Web,No Offer,0
3,419.06,1,0,Surburban,0,Web,Buy One Get One,1
4,114.54,1,0,Urban,0,Web,No Offer,0
9,237.21,0,1,Rural,1,Web,Discount,0
4,29.99,0,1,Urban,0,Phone,Buy One Get One,0
12,80.77,0,1,Urban,0,Phone,No Offer,0
6,729.32,1,1,Urban,1,Phone,Discount,0
10,72.8,0,1,Surburban,1,Web,No Offer,0
10,48.5,1,0,Urban,1,Web,Discount,1
1,195.72,1,0,Surburban,0,Phone,No Offer,0
1,254.9,1,0,Urban,0,Web,No Offer,1
3,29.99,1,0,Urban,1,Phone,Discount,0
8,37.94,0,1,Surburban,0,Phone,No Offer,0
7,118.28,0,1,Urban,1,Web,No Offer,0
9,147.95,0,1,Rural,1,Web,Buy One Get One,1
1,491.73,1,0,Surburban,0,Phone,Discount,0
1,446.96,0,1,Urban,0,Web,Discount,0
9,201.33,1,1,Urban,0,Multichannel,No Offer,1
4,174.61,1,0,Rural,1,Phone,No Offer,0
8,127.7,1,0,Rural,0,Phone,Discount,0
2,651.03,0,1,Surburban,1,Multichannel,Discount,1
1,591.19,0,1,Rural,1,Multichannel,No Offer,0
6,41.26,1,0,Surburban,0,Phone,Discount,0
6,574.83,1,0,Surburban,1,Phone,Buy One Get One,0
12,101.73,0,1,Rural,0,Web,Discount,0
11,268.23,1,0,Surburban,0,Phone,Buy One Get One,0
1,859.72,0,1,Surburban,1,Web,Discount,1
2,61.18,0,1,Urban,0,Web,Discount,0
10,29.99,1,0,Surburban,0,Web,Buy One Get One,0
3,364.23,1,0,Urban,0,Multichannel,Buy One Get One,0
4,29.99,1,0,Rural,0,Phone,Buy One Get One,0
6,163.66,0,1,Rural,0,Web,Buy One Get One,0
4,33.46,1,0,Surburban,0,Phone,No Offer,0
4,298.47,1,1,Urban,1,Phone,No Offer,0
3,413.15,1,1,Rural,0,Web,Discount,0
10,43.71,1,0,Surburban,0,Phone,Discount,0
8,126.57,1,0,Surburban,0,Phone,Discount,0
7,104.19,0,1,Urban,1,Web,Discount,0
7,162.48,1,0,Surburban,0,Web,Buy One Get One,0
1,92.57,0,1,Surburban,1,Phone,No Offer,1
1,270.01,0,1,Surburban,0,Multichannel,Buy One Get One,1
1,748.0,0,1,Urban,1,Phone,Buy One Get One,0
3,494.56,0,1,Surburban,1,Multichannel,Discount,1
1,158.43,0,1,Urban,1,Web,Discount,0
6,175.03,0,1,Urban,0,Web,Buy One Get One,0
4,660.01,0,1,Urban,1,Phone,Buy One Get One,0
11,230.93,1,1,Rural,0,Web,No Offer,1
1,358.0,1,0,Surburban,1,Phone,No Offer,0
10,364.61,1,1,Urban,0,Web,Discount,0
10,490.63,1,0,Surburban,0,Web,Discount,0
8,77.01,0,1,Urban,1,Phone,No Offer,0
12,33.3,0,1,Surburban,0,Web,Buy One Get One,0
6,29.99,0,1,Surburban,0,Phone,Discount,0
3,538.32,1,0,Surburban,1,Multichannel,Buy One Get One,0
3,29.99,1,0,Surburban,1,Web,Buy One Get One,0
1,29.99,0,1,Surburban,0,Phone,Discount,0
8,576.47,1,0,Urban,1,Phone,Discount,0
3,332.26,1,1,Surburban,0,Phone,Discount,0
2,76.06,0,1,Surburban,0,Phone,No Offer,0
9,63.87,0,1,Surburban,0,Web,No Offer,1
10,108.69,0,1,Rural,1,Web,Discount,0
4,137.07,0,1,Rural,0,Phone,Discount,0
2,259.67,1,0,Rural,0,Web,No Offer,0
2,150.4,0,1,Urban,0,Phone,No Offer,0
8,29.99,0,1,Urban,1,Phone,Discount,0
1,115.67,1,0,Urban,0,Phone,No Offer,0
1,516.04,1,1,Urban,1,Phone,Discount,0
10,29.99,1,0,Rural,1,Web,Buy One Get One,0
12,29.99,1,0,Surburban,0,Web,No Offer,0
3,172.14,0,1,Rural,1,Web,No Offer,0
6,83.14,0,1,Urban,0,Web,No Offer,1
7,257.89,1,1,Urban,0,Multichannel,No Offer,0
10,187.87,0,1,Surburban,0,Web,No Offer,0
7,499.64,1,1,Rural,0,Phone,Discount,0
8,219.74,0,1,Urban,0,Phone,Discount,0
2,180.62,1,0,Rural,1,Web,Discount,0
11,138.65,0,1,Urban,0,Web,No Offer,0
9,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
2,328.26,1,0,Surburban,1,Web,Discount,0
8,37.89,0,1,Surburban,1,Phone,No Offer,0
2,237.73,1,1,Urban,0,Web,Buy One Get One,1
1,29.99,0,1,Surburban,0,Web,Discount,0
3,232.67,1,1,Urban,1,Phone,Discount,0
8,205.8,0,1,Urban,0,Phone,No Offer,0
12,237.77,0,1,Surburban,0,Web,Discount,0
2,387.48,0,1,Urban,0,Web,Buy One Get One,0
9,258.47,0,1,Surburban,1,Phone,Discount,0
8,343.79,1,0,Urban,0,Web,No Offer,1
11,121.36,0,1,Urban,0,Phone,Discount,1
3,114.84,0,1,Urban,0,Phone,Discount,0
3,121.31,1,0,Rural,0,Web,Buy One Get One,1
4,29.99,1,0,Surburban,0,Web,Buy One Get One,0
1,478.62,1,0,Surburban,0,Phone,Discount,1
8,178.65,0,1,Urban,0,Phone,Buy One Get One,0
1,32.16,1,0,Urban,1,Phone,Buy One Get One,0
1,473.4,0,1,Urban,0,Phone,No Offer,0
2,550.55,1,1,Rural,1,Web,Discount,0
9,95.14,1,0,Surburban,1,Web,Buy One Get One,0
9,155.63,0,1,Surburban,0,Phone,No Offer,0
2,747.65,0,1,Surburban,1,Web,Discount,0
10,123.7,1,0,Urban,0,Web,Discount,0
10,29.99,0,1,Urban,0,Web,No Offer,0
9,264.74,1,0,Urban,0,Phone,Discount,0
4,180.94,0,1,Urban,0,Web,Discount,0
1,187.47,0,1,Rural,1,Phone,Buy One Get One,0
3,364.79,1,0,Surburban,0,Multichannel,No Offer,0
10,630.73,1,1,Surburban,1,Web,No Offer,0
10,158.42,0,1,Urban,0,Phone,Buy One Get One,0
8,538.58,1,0,Surburban,1,Web,Buy One Get One,0
8,122.41,0,1,Surburban,0,Web,Buy One Get One,0
9,220.81,0,1,Surburban,0,Phone,Buy One Get One,0
1,837.05,0,1,Surburban,1,Phone,Discount,1
9,662.66,1,0,Surburban,1,Multichannel,Buy One Get One,0
11,113.97,1,0,Surburban,1,Phone,Discount,1
5,431.08,0,1,Urban,0,Web,Buy One Get One,0
10,184.23,1,0,Urban,0,Web,Discount,0
2,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
11,29.99,1,0,Rural,0,Phone,No Offer,0
9,309.31,1,0,Surburban,0,Phone,Discount,0
3,29.99,0,1,Urban,1,Phone,Discount,0
6,29.99,1,0,Surburban,0,Web,No Offer,0
5,332.69,1,0,Rural,0,Multichannel,Buy One Get One,0
8,73.23,1,0,Surburban,0,Web,Buy One Get One,0
3,29.99,0,1,Surburban,1,Phone,Discount,0
1,358.65,0,1,Surburban,0,Web,Discount,0
5,200.16,0,1,Urban,0,Phone,No Offer,0
9,63.42,0,1,Urban,1,Web,Discount,0
8,87.12,0,1,Urban,1,Phone,Discount,0
5,191.86,0,1,Urban,0,Web,Buy One Get One,0
7,44.85,1,0,Urban,0,Phone,Discount,0
1,912.63,1,1,Surburban,1,Multichannel,Buy One Get One,0
10,55.63,1,0,Urban,1,Web,Discount,0
3,37.33,0,1,Urban,1,Web,No Offer,0
11,224.93,1,1,Urban,0,Multichannel,Buy One Get One,1
2,198.12,1,0,Surburban,0,Phone,Buy One Get One,0
9,130.04,0,1,Rural,0,Phone,Buy One Get One,0
7,73.42,0,1,Urban,0,Web,No Offer,0
3,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
10,222.42,0,1,Surburban,0,Phone,Discount,0
9,29.99,0,1,Urban,0,Web,No Offer,0
1,284.05,0,1,Urban,0,Phone,Buy One Get One,0
8,129.28,0,1,Urban,1,Phone,Discount,0
10,154.41,1,0,Urban,1,Phone,Discount,0
3,138.82,1,0,Rural,1,Phone,Discount,1
8,298.23,1,0,Surburban,1,Web,No Offer,0
1,89.1,0,1,Surburban,1,Web,Discount,0
1,179.29,0,1,Urban,1,Web,Discount,0
4,94.63,0,1,Surburban,0,Phone,Buy One Get One,0
4,32.06,0,1,Urban,0,Web,Discount,0
1,375.63,1,0,Surburban,0,Web,No Offer,0
10,29.99,1,0,Urban,0,Web,No Offer,0
11,161.64,1,0,Rural,0,Phone,Buy One Get One,0
2,154.47,1,0,Urban,0,Phone,Buy One Get One,0
2,196.3,0,1,Urban,0,Web,Discount,0
9,85.11,1,0,Urban,0,Web,Discount,0
1,580.7,0,1,Surburban,1,Web,Discount,0
4,29.99,1,0,Urban,1,Phone,No Offer,0
1,319.52,1,0,Urban,0,Multichannel,Discount,1
5,181.16,0,1,Urban,0,Phone,Buy One Get One,1
6,132.58,1,0,Urban,1,Phone,Buy One Get One,1
1,849.69,0,1,Urban,1,Phone,Buy One Get One,0
3,29.99,0,1,Surburban,0,Web,Buy One Get One,0
9,93.66,0,1,Urban,0,Phone,No Offer,0
2,1020.29,0,1,Surburban,1,Multichannel,Buy One Get One,1
2,430.53,1,1,Urban,1,Phone,No Offer,0
7,69.49,1,0,Surburban,0,Web,Buy One Get One,0
4,29.99,1,0,Urban,0,Web,Discount,0
3,52.19,0,1,Surburban,0,Web,No Offer,0
9,155.68,0,1,Surburban,0,Phone,Buy One Get One,1
12,126.44,1,0,Urban,1,Web,Buy One Get One,0
3,182.43,0,1,Rural,0,Web,Discount,0
5,187.99,1,0,Urban,0,Web,No Offer,0
4,344.03,1,0,Rural,0,Phone,No Offer,0
7,62.56,1,0,Surburban,1,Web,Buy One Get One,0
1,29.99,1,0,Surburban,0,Web,Buy One Get One,0
6,49.96,0,1,Surburban,0,Phone,No Offer,1
9,141.23,0,1,Rural,0,Phone,Discount,0
9,234.06,1,1,Surburban,0,Phone,Buy One Get One,0
5,30.35,1,0,Urban,0,Web,Discount,0
1,662.38,1,1,Surburban,1,Phone,Buy One Get One,0
1,1022.7,0,1,Urban,1,Phone,Discount,1
2,286.38,0,1,Surburban,0,Phone,Buy One Get One,0
1,111.96,1,0,Urban,1,Phone,No Offer,0
4,51.47,0,1,Surburban,0,Web,Discount,0
10,29.99,1,0,Surburban,0,Web,No Offer,0
9,147.7,1,0,Surburban,1,Web,No Offer,0
3,126.72,0,1,Surburban,1,Web,Buy One Get One,0
6,292.71,1,1,Urban,0,Multichannel,Discount,1
1,216.19,0,1,Surburban,0,Web,Buy One Get One,1
10,42.4,1,0,Surburban,1,Phone,Discount,0
2,1329.42,0,1,Surburban,1,Web,Discount,0
1,730.2,1,1,Surburban,1,Multichannel,Discount,0
6,343.22,1,1,Urban,1,Multichannel,No Offer,0
5,345.63,1,1,Surburban,0,Phone,No Offer,0
11,190.92,1,0,Surburban,1,Web,No Offer,0
2,95.64,1,0,Surburban,1,Phone,No Offer,0
7,386.21,1,1,Rural,1,Phone,Buy One Get One,0
10,247.57,1,0,Surburban,0,Multichannel,No Offer,0
10,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
6,395.96,1,0,Urban,0,Web,Discount,0
10,263.81,1,0,Urban,0,Phone,Discount,0
1,232.44,1,0,Rural,0,Web,No Offer,0
3,694.46,0,1,Urban,1,Web,Buy One Get One,0
9,128.81,1,0,Surburban,0,Web,Discount,0
11,47.15,1,0,Urban,1,Web,Discount,0
1,1674.63,0,1,Urban,1,Multichannel,Discount,0
2,29.99,0,1,Surburban,0,Web,No Offer,0
2,123.32,1,0,Surburban,0,Web,Buy One Get One,0
3,418.75,1,0,Surburban,0,Multichannel,Buy One Get One,0
9,29.99,0,1,Surburban,0,Phone,No Offer,0
12,385.95,0,1,Surburban,0,Multichannel,No Offer,0
2,64.4,1,0,Urban,0,Phone,Buy One Get One,0
10,102.49,1,0,Surburban,0,Phone,No Offer,0
1,1010.53,1,1,Surburban,1,Phone,Buy One Get One,0
3,41.48,1,0,Surburban,1,Phone,Discount,0
12,29.99,1,0,Rural,0,Phone,No Offer,0
1,29.99,0,1,Rural,0,Web,No Offer,0
1,439.52,0,1,Rural,0,Web,Discount,1
5,104.6,0,1,Urban,0,Web,No Offer,0
3,36.93,0,1,Surburban,1,Phone,No Offer,0
3,128.34,0,1,Urban,0,Web,No Offer,0
11,203.79,0,1,Urban,1,Phone,Buy One Get One,0
2,2389.36,1,1,Urban,1,Multichannel,Buy One Get One,0
11,185.66,0,1,Surburban,1,Phone,No Offer,0
3,127.25,0,1,Surburban,1,Phone,No Offer,0
2,425.02,1,1,Rural,0,Web,Buy One Get One,0
9,107.89,0,1,Urban,0,Phone,No Offer,0
1,29.99,0,1,Rural,0,Phone,Discount,0
6,258.14,0,1,Surburban,0,Phone,Buy One Get One,0
3,29.99,0,1,Surburban,0,Web,Buy One Get One,0
12,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
1,144.63,1,0,Surburban,0,Phone,Buy One Get One,0
2,150.34,1,0,Surburban,0,Phone,Discount,1
2,631.14,0,1,Urban,1,Multichannel,No Offer,0
1,84.77,0,1,Urban,0,Phone,Discount,0
4,566.97,0,1,Urban,1,Multichannel,Buy One Get One,0
7,78.88,1,0,Surburban,0,Phone,Buy One Get One,0
2,671.34,0,1,Surburban,1,Multichannel,No Offer,0
3,333.97,1,0,Rural,0,Web,Discount,0
10,330.61,0,1,Surburban,0,Multichannel,No Offer,0
10,587.48,0,1,Surburban,1,Multichannel,Buy One Get One,0
1,259.67,1,0,Urban,0,Phone,No Offer,0
2,74.52,0,1,Urban,1,Phone,Discount,0
10,538.62,1,0,Rural,1,Multichannel,No Offer,0
2,115.72,0,1,Urban,1,Web,Buy One Get One,0
2,82.79,0,1,Urban,1,Phone,No Offer,0
12,49.39,0,1,Surburban,0,Web,Buy One Get One,0
2,29.99,0,1,Surburban,0,Web,Buy One Get One,0
6,374.11,1,0,Surburban,1,Multichannel,Buy One Get One,0
2,42.73,0,1,Urban,0,Web,Buy One Get One,0
7,29.99,0,1,Surburban,1,Web,Discount,0
1,991.0,1,1,Urban,1,Phone,No Offer,0
3,29.99,1,0,Rural,0,Phone,Buy One Get One,0
1,282.36,1,1,Surburban,0,Phone,Buy One Get One,0
3,54.51,0,1,Urban,1,Phone,No Offer,0
1,257.93,1,0,Urban,1,Multichannel,Discount,0
10,157.73,0,1,Surburban,1,Phone,Discount,0
9,304.1,0,1,Urban,0,Phone,Discount,1
6,74.57,1,0,Surburban,0,Web,No Offer,0
7,58.41,1,0,Surburban,0,Web,Discount,0
9,125.09,1,0,Urban,1,Phone,No Offer,0
10,58.44,0,1,Surburban,0,Web,No Offer,0
6,29.99,0,1,Surburban,0,Phone,Buy One Get One,1
9,622.38,1,0,Urban,1,Multichannel,Buy One Get One,0
10,111.47,0,1,Surburban,1,Phone,No Offer,0
9,216.4,1,1,Urban,0,Multichannel,No Offer,0
10,70.9,1,0,Surburban,1,Phone,Discount,0
9,29.99,0,1,Urban,0,Phone,Discount,0
1,877.9,1,0,Surburban,1,Web,Discount,1
8,29.99,0,1,Surburban,1,Phone,Discount,0
2,308.91,0,1,Urban,0,Multichannel,No Offer,0
9,112.28,1,0,Urban,1,Phone,No Offer,0
3,46.71,0,1,Surburban,1,Phone,No Offer,0
3,211.07,1,1,Surburban,0,Web,Buy One Get One,0
2,133.02,0,1,Urban,1,Phone,Discount,1
11,220.6,1,0,Rural,0,Web,Buy One Get One,1
1,345.48,0,1,Surburban,0,Web,Discount,0
7,231.68,0,1,Urban,1,Multichannel,No Offer,0
2,59.49,1,0,Urban,0,Phone,Buy One Get One,0
3,602.81,1,0,Rural,1,Multichannel,Buy One Get One,0
4,78.06,0,1,Surburban,0,Phone,Buy One Get One,0
