state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
48,439,1002,43144,2,32.805818,-97.356568,WGS84,Propyne,3 HOURS,Observed Values,6L PRESSURIZED CANISTER - DUAL FID - PAMS,1994,Parts per billion Carbon,No Events,8,0,N,0,365,0,0,Certification not required,0,0.225,0.446414,1.2,1994-09-13 05:00:00,0.6,1994-09-29 05:00:00,0.0,1994-07-14 05:00:00,0.0,1994-07-25 05:00:00,1.2,1.2,1.2,1.2,0.6,0.0,0.0,Fort Worth Northwest,3317 Ross Ave,Texas,Tarrant,Fort Worth,Dallas-Fort Worth-Arlington TX,2016-03-02
25,25,42,43232,10,42.3295,-71.0826,WGS84,n-Heptane,24 HOUR,Observed Values,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,2001,Parts per billion Carbon,No Events,47,77,N,46,61,0,14,Certification not required,0,0.791489,0.502528,2.3,2001-05-01 00:00:00,1.8,2001-01-19 00:00:00,1.8,2001-03-08 00:00:00,1.7,2001-09-22 00:00:00,2.3,2.3,1.8,1.5,1.1,0.6,0.3,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,Boston-Cambridge-Newton MA-NH,2016-03-04
48,361,1001,45219,1,30.085263,-93.761341,WGS84,p-Diethylbenzene,24 HOUR,Observed Values,6L SUBATM CANISTER - Entech Precon-  GC/FID/MSD,1998,Parts per billion Carbon,No Events,50,82,N,48,61,0,0,Certification not required,0,0.238,0.301621,1.5,1998-04-17 00:00:00,1.1,1998-09-26 00:00:00,0.9,1998-01-17 00:00:00,0.8,1998-02-16 00:00:00,1.5,1.5,0.9,0.7,0.1,0.1,0.1,West Orange,2700 Austin Ave,Texas,Orange,West Orange,Beaumont-Port Arthur TX,2016-03-09
48,113,69,45805,5,32.820061,-96.860117,WGS84,12-Dichlorobenzene,24 HOUR,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,1989,Parts per billion Carbon,No Events,23,38,N,23,61,0,0,Certification not required,0,0.24,0.580877,2.34,1989-09-01 00:00:00,1.62,1989-11-12 00:00:00,0.54,1989-09-25 00:00:00,0.48,1989-10-19 00:00:00,2.34,2.34,1.62,0.54,0.18,0.0,0.0,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,Dallas-Fort Worth-Arlington TX,2016-03-09
21,151,3,88101,1,37.738458,-84.284952,WGS84,PM2.5 - Local Conditions,24 HOUR,Daily Mean,R & P Model 2025 PM2.5 Sequential w/WINS - GRAVIMETRIC,2007,Micrograms/cubic meter (LC),Events Excluded,111,96,Y,116,121,0,9,Certification not required,0,12.462162,6.15494,31.8,2007-09-03 00:00:00,31.7,2007-08-01 00:00:00,28.5,2007-03-10 00:00:00,26.3,2007-05-27 00:00:00,31.7,28.5,24.5,21.2,15.2,11.2,5.4,MAYFIELD ELEMENTARY,300 BOND STREET,Kentucky,Madison,Richmond,Richmond-Berea KY,2015-04-01
49,49,2,81102,2,40.253611,-111.663056,WGS84,PM10 Total 0-10um STP,24 HOUR,Daily Mean,HI-VOL SA/GMW-1200 - GRAVIMETRIC,1994,Micrograms/cubic meter (25 C),No Events,345,95,Y,345,365,0,0,Certified,0,29.217391,14.875715,118.0,1994-12-22 00:00:00,91.0,1994-12-23 00:00:00,86.0,1994-01-21 00:00:00,83.0,1994-07-05 00:00:00,83.0,71.0,54.0,46.0,36.0,28.0,13.0,North Provo,1355 NORTH 200 WEST PROVO UT,Utah,Utah,Provo,Provo-Orem UT,2013-06-29
23,31,3002,43518,9,43.083421,-70.749497,WGS84,Valeraldehyde,3 HOURS,Observed Values,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,1999,Parts per billion Carbon,No Events,20,1,N,0,243,0,0,Certification not required,0,0.0,0.0,0.0,1999-05-24 06:00:00,0.0,1999-05-27 06:00:00,0.0,1999-05-30 06:00:00,0.0,1999-06-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,___________NO INFORMATION AT THIS TIME,FRISBEE SCHOOL GOODSOE ROAD,Maine,York,Kittery (census name for Kittery Center),Portland-South Portland ME,2016-03-07
44,7,22,88136,5,41.807776,-71.415105,NAD83,Nickel PM2.5 LC,24 HOUR,Observed Values,Andersen RAAS Teflon - Energy Dispersive XRF,2006,Micrograms/cubic meter (LC),No Events,97,80,Y,95,122,0,4,Certified,0,0.002343,0.002719,0.0159,2006-11-28 00:00:00,0.0131,2006-11-13 00:00:00,0.0108,2006-03-24 00:00:00,0.00974,2006-01-05 00:00:00,0.0159,0.0131,0.00901,0.00563,0.00268,0.00158,0.0,Urban League BUILDING ROOFTOP,212 PRAIRIE AVE PROVIDENCE RI,Rhode Island,Providence,Providence,Providence-Warwick RI-MA,2015-07-22
06,67,6,88167,5,38.613779,-121.368014,WGS84,Zinc PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2007,Micrograms/cubic meter (LC),No Events,119,98,Y,118,121,0,2,Certification not required,0,0.00565,0.006958,0.0344,2007-01-18 00:00:00,0.0274,2007-01-24 00:00:00,0.0256,2007-07-05 00:00:00,0.024,2007-01-15 00:00:00,0.0274,0.0256,0.0224,0.0172,0.007,0.0034,0.0,Sacramento-Del Paso Manor,DEL PASO-2701 AVALON DR SACRAMENTO,California,Sacramento,Arden-Arcade,Sacramento--Roseville--Arden-Arcade CA,2016-03-09
48,113,69,45210,3,32.820061,-96.860117,WGS84,Isopropylbenzene,1 HOUR,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2013,Parts per billion Carbon,No Events,7412,85,Y,345,365,0,199,Certification not required,0,0.027625,0.074828,1.53,2013-06-07 21:00:00,1.19,2013-08-29 19:00:00,1.15,2013-12-02 19:00:00,0.91,2013-07-18 05:00:00,0.35,0.25,0.15,0.09,0.02,0.0,0.0,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,Dallas-Fort Worth-Arlington TX,2014-03-31
45,45,7,44201,1,34.901228,-82.237614,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Daily maximum of 8 hour running average of observed hourly values,Multiple Methods Used,1988,Parts per million,No Events,8200,94,Y,201,214,0,0,Certified,0,0.051085,0.019485,0.099,1988-06-08 09:00:00,0.095,1988-06-15 08:00:00,0.092,1988-08-18 10:00:00,0.09,1988-06-14 10:00:00,0.092,0.087,0.086,0.077,0.066,0.05,0.035,GREER,SC 14 [Greer],South Carolina,Greenville,Greer,Greenville-Anderson-Mauldin SC,2016-08-15
39,153,23,88147,5,41.087956,-81.541611,NAD83,Niobium PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2001,Micrograms/cubic meter (LC),No Events,7,100,N,7,7,0,0,Certification not required,0,0.000143,0.000378,0.001,2001-11-21 00:00:00,0.0,2001-11-27 00:00:00,0.0,2001-12-03 00:00:00,0.0,2001-12-09 00:00:00,0.001,0.001,0.001,0.001,0.0,0.0,0.0,5 POINTS,660 W. EXCHANGE ST.,Ohio,Summit,Akron,Akron OH,2016-03-23
06,73,1006,45208,1,32.842242,-116.768225,WGS84,124-Trimethylbenzene,3 HOURS,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,2001,Parts per billion Carbon,No Events,110,23,N,0,122,0,0,Certification not required,0,0.534545,0.471273,2.3,2001-08-29 05:00:00,1.7,2001-08-02 05:00:00,1.5,2001-08-17 02:00:00,1.5,2001-09-04 05:00:00,1.7,1.5,1.4,1.2,0.8,0.5,0.0,Alpine,2300 VICTORIA DR. ALPINE,California,San Diego,Alpine,San Diego-Carlsbad CA,2016-03-07
36,59,11,68103,1,40.78527,-73.64416,WGS84,Ambient Min Temperature,24 HOUR,Observed Values,R & P Model 2025 PM2.5 Sequent - Electronic,1999,Degrees Centigrade,No Events,40,67,N,27,60,0,21,Certification not required,0,11.02,8.984094,26.2,1999-07-05 00:00:00,26.0,1999-08-01 00:00:00,24.9,1999-08-13 00:00:00,24.1,1999-09-06 00:00:00,26.2,26.2,26.0,24.1,19.3,10.6,0.9,ROSLYN,POWERHOUSE ROAD,New York,Nassau,Roslyn Heights (RR name Rosalyn (sta.)),New York-Newark-Jersey City NY-NJ-PA,2010-03-04
39,61,46,45213,1,39.114126,-84.536297,WGS84,p-Ethyltoluene,24 HOUR,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2007,Parts per billion Carbon,No Events,9,90,N,9,10,0,1,Certification not required,0,0.0,0.0,0.0,2007-09-09 00:00:00,0.0,2007-09-21 00:00:00,0.0,2007-10-03 00:00:00,0.0,2007-10-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DALTON,1623 DALTON AVE.,Ohio,Hamilton,Cincinnati,Cincinnati OH-KY-IN,2016-03-08
34,27,3001,88101,1,40.787628,-74.676301,WGS84,PM2.5 - Local Conditions,24 HOUR,Quarterly Means of Daily Means,R & P Model 2025 PM2.5 Sequential w/WINS - GRAVIMETRIC,2000,Micrograms/cubic meter (LC),No Events,111,91,N,111,122,0,0,Certified,0,11.091892,6.801405,36.0,2000-06-11 00:00:00,29.9,2000-06-02 00:00:00,29.4,2000-05-09 00:00:00,27.6,2000-08-28 00:00:00,29.9,29.4,25.3,20.7,14.0,9.2,4.1,Chester,Building #1 Department of Public Works (DPW) off Route 513,New Jersey,Morris,Chester,New York-Newark-Jersey City NY-NJ-PA,2015-04-02
06,71,1004,43248,2,34.10374,-117.62914,WGS84,Cyclohexane,24 HOUR,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,2009,Parts per billion Carbon,No Events,29,8,N,29,365,0,0,Certification not required,0,1.325517,0.665693,2.73,2009-01-07 00:00:00,2.51,2009-03-02 00:00:00,2.42,2009-01-01 00:00:00,2.39,2009-03-20 00:00:00,2.73,2.73,2.51,2.42,1.66,1.24,0.45,Upland,1350 SAN BERNARDINO RD. UPLAND,California,San Bernardino,Upland,Riverside-San Bernardino-Ontario CA,2010-05-18
34,21,8,11101,1,40.222411,-74.763167,WGS84,Suspended particulate (TSP),24 HOUR,Observed Values,HI-VOL - GRAVIMETRIC,1988,Micrograms/cubic meter (25 C),No Events,12,20,N,12,61,0,3,Certification not required,0,56.25,21.041625,112.0,1988-01-16 00:00:00,66.0,1988-02-09 00:00:00,65.0,1988-01-28 00:00:00,61.0,1988-01-10 00:00:00,112.0,112.0,112.0,66.0,65.0,58.0,33.0,Trenton,Trenton Library 120 Academy Street,New Jersey,Mercer,Trenton,Trenton NJ,2010-04-25
44,7,1010,88112,5,41.841039,-71.36097,NAD83,Chromium PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy dispersive XRF,2014,Micrograms/cubic meter (LC),No Events,118,97,Y,117,122,0,4,Certification not required,0,0.001975,0.00509,0.039,2014-05-23 00:00:00,0.03,2014-03-15 00:00:00,0.016,2014-05-14 00:00:00,0.011,2014-01-26 00:00:00,0.03,0.016,0.009,0.006,0.002,0.0,0.0,FRANCIS SCHOOL East Providence,FRANCIS SCHOOL 64 BOURNE AVE,Rhode Island,Providence,East Providence,Providence-Warwick RI-MA,2015-04-10
51,520,6,68103,5,36.608,-82.1641,WGS84,Ambient Min Temperature,24 HOUR,Observed Values,Met One SASS - Electronic,2001,Degrees Centigrade,No Events,8,80,N,8,10,0,0,Certification not required,0,1.25,5.175492,9.0,2001-11-27 00:00:00,5.0,2001-12-15 00:00:00,4.0,2001-11-03 00:00:00,4.0,2001-12-09 00:00:00,9.0,9.0,9.0,9.0,5.0,4.0,-6.0,Highland View Elementary School,EADS STREET,Virginia,Bristol City,Bristol,Kingsport-Bristol-Bristol TN-VA,2010-03-05
06,95,4,68104,1,38.102507,-122.237976,WGS84,Ambient Max Temperature,24 HOUR,Observed Values,INSTRUMENTAL - ELECTRONIC,2005,Degrees Centigrade,No Events,90,99,Y,85,91,0,0,Certification not required,0,20.01,5.603431,32.9,2005-09-19 00:00:00,32.4,2005-07-15 00:00:00,31.4,2005-10-13 00:00:00,30.9,2005-10-16 00:00:00,32.9,32.4,30.9,29.1,24.6,21.3,14.2,Vallejo,304 TUOLUMNE ST.,California,Solano,Vallejo,Vallejo-Fairfield CA,2011-01-22
36,13,6,68102,1,42.49963,-79.31881,WGS84,Sample Volume,24 HOUR,Observed Values,R & P Model 2025 PM2.5 Sequent - Calculation,2015,Cubic meter,No Events,108,89,Y,108,121,0,14,Certification not required,0,24.0,0.0,24.0,2015-01-04 00:00:00,24.0,2015-01-12 00:00:00,24.0,2015-01-15 00:00:00,24.0,2015-01-18 00:00:00,24.0,24.0,24.0,24.0,24.0,24.0,24.0,DUNKIRK,STP  Wright Park Drive  DUNKIRK,New York,Chautauqua,Dunkirk,Jamestown-Dunkirk-Fredonia NY,2016-04-19
45,63,8,42401,2,34.051017,-81.15495,WGS84,Sulfur dioxide,5 MINUTE,Observed Values,INSTRUMENTAL - PULSED FLUORESCENT,2010,Parts per billion,Concurred Events Excluded,54570,52,N,195,365,54570,2001,Certification not required,0,0.815882,6.84848,185.7,2010-10-07 11:15:00,155.3,2010-08-06 10:50:00,151.4,2010-08-06 10:55:00,138.8,2010-08-06 11:20:00,32.7,18.5,4.9,2.0,0.1,-0.4,-1.4,IRMO,200 LEISURE LANE [IRMO],South Carolina,Lexington,Seven Oaks,Columbia SC,2015-08-10
06,99,5,88160,5,37.641583,-120.994622,WGS84,Tin PM2.5 LC,24 HOUR,Observed Values,Met One SASS Teflon - Energy Dispersive XRF,2015,Micrograms/cubic meter (LC),No Events,63,100,Y,57,61,0,10,Certification not required,0,0.013889,0.009391,0.052,2015-12-02 00:00:00,0.048,2015-03-07 00:00:00,0.037,2015-11-29 00:00:00,0.035,2015-12-08 00:00:00,0.052,0.048,0.035,0.027,0.01,0.01,0.01,Modesto-14th Street,814 14TH ST. MODESTO,California,Stanislaus,Modesto,Modesto CA,2016-03-08
06,85,4,45203,5,37.339666,-121.888575,WGS84,Ethylbenzene,24 HOUR,Observed Values,Multiple Methods Used,1994,Parts per billion Carbon,No Events,31,51,N,31,61,0,0,Certification not required,0,2.993548,1.690352,9.6,1994-12-16 00:00:00,7.2,1994-12-10 00:00:00,6.4,1994-10-29 00:00:00,4.8,1994-12-28 00:00:00,9.6,9.6,7.2,4.8,2.4,2.4,2.4,San Jose - 4th St.,120B N 4TH ST SAN JOSE,California,Santa Clara,San Jose,San Jose-Sunnyvale-Santa Clara CA,2012-11-27
04,13,3003,44201,1,33.47968,-111.91721,WGS84,Ozone,1 HOUR,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - CHEMILUMINESCENCE,1982,Parts per million,No Events,7384,84,Y,305,365,0,0,Certification not required,0,0.045036,0.020241,0.117,1982-07-08 14:00:00,0.112,1982-08-24 15:00:00,0.109,1982-08-18 14:00:00,0.099,1982-09-24 15:00:00,0.099,0.091,0.082,0.072,0.058,0.042,0.021,SOUTH SCOTTSDALE,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,Phoenix-Mesa-Scottsdale AZ,2016-08-17
06,83,4003,61103,1,34.596095,-120.631282,WGS84,Wind Speed - Resultant,1 HOUR,Observed Values,INSTRUMENTAL - VECTOR SUMMATION,2003,Knots,No Events,8736,100,Y,364,365,0,0,Certification not required,0,8.541243,4.030529,30.3,2003-05-02 14:00:00,29.9,2003-02-11 12:00:00,28.9,2003-02-11 13:00:00,28.7,2003-05-02 13:00:00,21.2,17.7,14.8,13.0,11.1,8.5,3.3,VAFB South Base,STS POWER PLANT VANDENBERG AFB,California,Santa Barbara,Vandenberg Air Force Base,Santa Maria-Santa Barbara CA,2016-04-28
26,163,1,12103,1,42.22862,-83.2082,WGS84,Arsenic (TSP) STP,24 HOUR,Observed Values,Hi-Vol - ICP Mass Spec w Glass Filters,2004,Micrograms/cubic meter (25 C),No Events,60,98,Y,59,61,0,1,Certification not required,0,0.001717,0.001356,0.00751,2004-06-20 00:00:00,0.00504,2004-08-07 00:00:00,0.00483,2004-07-20 00:00:00,0.00476,2004-03-10 00:00:00,0.00751,0.00504,0.00483,0.00361,0.0022,0.00128,0.00067,Allen Park,14700 GODDARD,Michigan,Wayne,Allen Park,Detroit-Warren-Dearborn MI,2012-03-22
36,29,1013,43811,10,42.98844,-78.91859,WGS84,Trichlorofluoromethane,24 HOUR,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2011,Parts per billion Carbon,No Events,28,46,N,28,61,0,2,Certification not required,0,0.254286,0.012889,0.28,2011-05-15 00:00:00,0.28,2011-06-26 00:00:00,0.27,2011-03-16 00:00:00,0.27,2011-05-09 00:00:00,0.28,0.28,0.28,0.27,0.26,0.25,0.24,GRAND ISLE BOULDVARD,520 GRAND ISLAND BLVD,New York,Erie,Tonawanda,Buffalo-Cheektowaga-Niagara Falls NY,2014-04-07
08,123,8,43291,84,40.209387,-104.82405,WGS84,23-Dimethylpentane,6 HOUR,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,2012,Parts per billion Carbon,No Events,10,4,N,0,61,0,0,Certification not required,0,0.7637,0.519702,1.75,2012-01-25 04:00:00,1.45,2012-01-10 04:00:00,1.05,2012-01-28 04:00:00,0.83,2012-01-13 04:00:00,1.75,1.75,1.75,1.75,1.05,0.76,0.3,Platteville - Middle School,1004 MAIN ST.,Colorado,Weld,Platteville,Greeley CO,2016-03-06
48,113,69,43263,8,32.820061,-96.860117,WGS84,2-Methylhexane,3 HOURS,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,1997,Parts per billion Carbon,No Events,81,3,N,0,365,0,0,Certification not required,0,4.882716,1.437688,9.0,1997-06-11 06:00:00,8.4,1997-06-02 06:00:00,8.0,1997-06-09 06:00:00,8.0,1997-06-25 06:00:00,9.0,8.4,8.0,6.8,5.7,4.5,3.5,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,Dallas-Fort Worth-Arlington TX,2010-03-04
12,86,4002,45203,2,25.798709,-80.210048,WGS84,Ethylbenzene,24 HOUR,Observed Values,SS-CANISTER-SUBAMBIENT-PRESURE - GAS CHROMATOGRAPH MASS SELECTIV DET,1988,Parts per billion Carbon,No Events,4,9,N,4,43,0,0,Certification not required,0,7.7,3.77126,12.8,1988-04-21 00:00:00,8.24,1988-05-15 00:00:00,5.36,1988-07-26 00:00:00,4.4,1988-07-14 00:00:00,12.8,12.8,12.8,12.8,12.8,8.24,4.4,Lab Annex,864 NW 3rd Street Miami FL 33127,Florida,Miami-Dade,Miami,Miami-Fort Lauderdale-West Palm Beach FL,2010-04-25
30,93,5,68105,5,46.002602,-112.501247,WGS84,Average Ambient Temperature,24 HOUR,Observed Values,Met One SASS/SuperSASS - Electronic,2012,Degrees Centigrade,No Events,59,97,Y,59,61,0,2,Certification not required,0,6.028814,8.868115,22.4,2012-07-20 00:00:00,20.1,2012-08-01 00:00:00,20.0,2012-08-07 00:00:00,19.7,2012-07-08 00:00:00,22.4,20.1,20.0,19.2,13.3,4.2,-4.9,Butte Greeley School,Alley Btwn N. Park Pl. and S. Park Pl.,Montana,Silver Bow,Butte-Silver Bow (Remainder),Butte-Silver Bow MT,2013-04-11
37,129,10,43821,2,34.23583,-77.9547,WGS84,112-Trichloro-122-trifluoroethane,24 HOUR,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2009,Parts per billion Carbon,No Events,53,87,N,53,61,0,8,Certification not required,0,0.1,0.039223,0.2,2009-11-03 00:00:00,0.2,2009-11-09 00:00:00,0.2,2009-11-15 00:00:00,0.2,2009-11-21 00:00:00,0.2,0.2,0.2,0.1,0.1,0.1,0.1,Battleship Museum,#1 Battleship Road,North Carolina,New Hanover,Wilmington,Wilmington NC,2016-03-03
06,107,1001,88331,1,36.498835,-118.824821,WGS84,EC3 PM2.5 LC,24 HOUR,Observed Values,IMPROVE Module C with Cyclone Inlet-Quartz Filter - IMPROVE TOR,2006,Micrograms/cubic meter (LC),No Events,117,96,Y,117,122,0,5,Certification not required,0,0.001613,0.00335,0.0156,2006-11-22 00:00:00,0.0137,2006-02-10 00:00:00,0.0137,2006-06-07 00:00:00,0.0131,2006-08-06 00:00:00,0.0137,0.0137,0.0084,0.007,0.001,0.0,0.0,Sequoia NP-Ash Mountain,ASH MOUNTIAN SEQUOIA NATIONAL PARK,California,Tulare,Sequoia National Park,Visalia-Porterville CA,2016-03-09
02,90,10,68105,1,64.840672,-147.722461,WGS84,Average Ambient Temperature,24 HOUR,Observed Values,R & P Model 2025 PM2.5 Sequent - Electronic,2013,Degrees Centigrade,No Events,112,92,Y,112,122,0,4,Certification not required,0,0.666071,15.047609,25.4,2013-06-24 00:00:00,24.9,2013-06-18 00:00:00,23.4,2013-08-02 00:00:00,23.3,2013-06-27 00:00:00,24.9,23.4,22.0,20.2,14.1,0.7,-17.4,STATE OFFICE BUILDING,675 7TH AVENUE FAIRBANKS,Alaska,Fairbanks North Star,Fairbanks,Fairbanks AK,2014-09-16
21,145,1004,88101,1,37.06636,-88.63774,WGS84,PM2.5 - Local Conditions,24 HOUR,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2009,Micrograms/cubic meter (LC),No Events,117,94,Y,115,122,0,11,Certification not required,0,11.5,5.535995,30.9,2009-12-21 00:00:00,25.2,2009-06-24 00:00:00,25.1,2009-03-17 00:00:00,25.1,2009-11-09 00:00:00,25.2,25.1,23.6,20.5,14.1,10.4,5.3,PADUCAH MIDDLE SCHOOL,342 LONE OAK ROAD,Kentucky,McCracken,Paducah,Paducah KY-IL,2015-04-01
36,81,124,68101,1,40.73614,-73.82153,WGS84,Sample Flow Rate- CV,24 HOUR,Observed Values,R & P Model 2025 PM2.5 Sequent - Calculation,2002,Percent,No Events,329,90,Y,329,365,0,36,Certification not required,0,0.081459,0.134764,0.4,2002-01-06 00:00:00,0.4,2002-01-09 00:00:00,0.4,2002-01-18 00:00:00,0.4,2002-01-25 00:00:00,0.4,0.4,0.4,0.3,0.2,0.0,0.0,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,New York-Newark-Jersey City NY-NJ-PA,2016-03-12
27,123,21,82115,1,44.96555,-93.05684,WGS84,Chlorine PM10 STP,24 HOUR,Observed Values,Hi-Vol-SA/GMW-321B - X-Ray Fluorescence,1998,Micrograms/cubic meter (25 C),No Events,47,77,N,45,61,0,9,Certification not required,0,0.021787,0.052002,0.328,1998-12-31 00:00:00,0.146,1998-07-04 00:00:00,0.087,1998-12-19 00:00:00,0.058,1998-12-25 00:00:00,0.328,0.328,0.087,0.044,0.016,0.009,0.001,Ross Avenue,1038 ROSS AVENUE,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,2016-02-26
19,113,37,43244,18,42.00508,-91.6793,WGS84,22-Dimethylbutane,24 HOUR,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2003,Parts per billion Carbon,No Events,15,48,N,15,31,0,0,Certification not required,0,0.025333,0.098116,0.38,2003-11-11 00:00:00,0.0,2003-07-20 00:00:00,0.0,2003-07-26 00:00:00,0.0,2003-08-07 00:00:00,0.38,0.38,0.38,0.0,0.0,0.0,0.0,ARMY RESERVE CENTER ROOF- CORE MONITORING SITE,1599 WENIG RD NE,Iowa,Linn,Cedar Rapids,Cedar Rapids IA,2016-03-04
12,103,26,43811,1,27.850348,-82.714465,WGS84,Trichlorofluoromethane,24 HOUR,Observed Values,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,2012,Parts per billion Carbon,No Events,57,93,Y,57,61,0,4,Certification not required,0,0.268491,0.045149,0.432,2012-07-02 00:00:00,0.369,2012-08-01 00:00:00,0.351,2012-06-26 00:00:00,0.348,2012-01-10 00:00:00,0.432,0.369,0.351,0.335,0.287,0.255,0.222,Skyview,8601 60TH STREET N.PINELLAS PARK FL .,Florida,Pinellas,Pinellas Park,Tampa-St. Petersburg-Clearwater FL,2013-03-12
19,153,30,45228,8,41.603159,-93.643118,WGS84,Benzene 1-ethenyl-4-methyl,24 HOUR,Observed Values,SS CANISTER PRESSURIZED - CRYOGENIC PRECONCENTRATION GC/FID,2001,Parts per billion Carbon,No Events,24,39,N,24,61,0,5,Certification not required,0,0.720833,0.689662,3.5,2001-06-30 00:00:00,1.9,2001-07-12 00:00:00,1.0,2001-06-06 00:00:00,1.0,2001-10-22 00:00:00,3.5,3.5,1.9,1.0,0.8,0.5,0.3,CARPENTER,1907 CARPENTER DES MOINES IOWA,Iowa,Polk,Des Moines,Des Moines-West Des Moines IA,2010-03-05
36,61,115,43817,1,40.84955,-73.935649,WGS84,Tetrachloroethylene,24 HOUR,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2010,Parts per billion Carbon,No Events,11,100,N,11,11,0,0,Certification not required,0,0.184364,0.100103,0.378,2010-06-01 00:00:00,0.294,2010-04-08 00:00:00,0.29,2010-04-02 00:00:00,0.228,2010-05-26 00:00:00,0.378,0.378,0.378,0.294,0.29,0.134,0.094,Intermediate School 143,515 W 182nd St,New York,New York,New York,New York-Newark-Jersey City NY-NJ-PA,2015-07-21
53,61,5,88101,4,47.8064,-122.3167,WGS84,PM2.5 - Local Conditions,1 HOUR,Observed Values,Thermo Scientific TEOM 1400 FDMS or 1405 8500C FDMS w/VSCC - FDMS Gravimetric,2014,Micrograms/cubic meter (LC),No Events,8333,95,Y,354,365,0,421,Certified,0,6.668667,6.755283,73.2,2014-01-01 00:00:00,72.0,2014-11-14 23:00:00,66.5,2014-01-25 23:00:00,65.3,2014-12-02 00:00:00,38.8,29.5,17.9,12.2,7.5,5.0,1.8,LYNNWOOD - 212TH,6120 212TH ST SW MOUNTLAKE TERRACE WA,Washington,Snohomish,Mountlake Terrace,Seattle-Tacoma-Bellevue WA,2015-02-17
45,79,7,44201,1,34.093959,-80.962304,WGS84,Ozone,1 HOUR,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2000,Parts per million,No Events,7378,99,Y,212,214,0,86,Certified,0,0.065184,0.017965,0.114,2000-08-18 11:00:00,0.113,2000-05-11 17:00:00,0.112,2000-06-02 14:00:00,0.101,2000-07-19 14:00:00,0.112,0.1,0.092,0.087,0.078,0.067,0.052,PARKLANE,8311 PARKLANE ROAD [Parklane],South Carolina,Richland,Dentsville (Dents),Columbia SC,2016-08-09
