id,cause_of_death,region_origin,dead,incident_region,date,source,reliability,lat,lon
112185,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,19/09/2016,Pima County Office of the Medical Examiner,Verified,31.87798137,-112.033668
112186,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,20/09/2016,Pima County Office of the Medical Examiner,Verified,31.9619069,-112.0130687
112187,Unknown (postmortem decomposition),Central America & Mexico,1.0,U.S./Mexico Border,21/09/2016,Pima County Office of the Medical Examiner,Verified,31.97355716,-111.9924693
112188,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,21/09/2016,Pima County Office of the Medical Examiner,Verified,31.89780402,-112.0103221
112189,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,26/09/2016,Pima County Office of the Medical Examiner,Verified,31.9356884,-112.0302348
112577,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,05/09/2016,Pima County Office of the Medical Examiner,Verified,31.69704882,-111.9375376
112578,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,06/09/2016,Pima County Office of the Medical Examiner,Verified,31.98171147,-111.948524
112579,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,11/09/2016,Pima County Office of the Medical Examiner,Verified,31.86981786,-111.8935923
112580,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,12/09/2016,Pima County Office of the Medical Examiner,Verified,31.71574211,-111.9650035
112581,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,13/09/2016,Pima County Office of the Medical Examiner,Verified,31.96307199,-112.0364146
112583,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,19/09/2016,Pima County Office of the Medical Examiner,Verified,31.90246756,-112.0377879
112584,Unknown (skeletal remains),Central America,1.0,U.S./Mexico Border,22/09/2016,Pima County Office of the Medical Examiner,Verified,31.92111933,-111.9938426
113377,Drowning,MENA,1.0,Mediterranean,23/08/2015,IOM Greece,Verified,39.16094401,26.55395387
113379,Hit by train,Central America,1.0,Central America incl. Mexico,16/04/2015,Noticiero El Circo,Partially Verified,22.22640152,-102.3202693
113381,Drowning,Sub-Saharan Africa,1.0,Mediterranean,30/08/2015,Asociación Pro Derechos Humanos de Andalucía (APDHA),Partially Verified,35.88046291,-5.320929935
113382,Drowning,Sub-Saharan Africa,1.0,Mediterranean,12/10/2015,Asociación Pro Derechos Humanos de Andalucía (APDHA),Partially Verified,35.27294694,-2.924593911
113383,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,16/11/2015,Zupango,Partially Verified,26.08528729,-98.26451937
113384,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,18/09/2016,La Rancherita del Aire,Partially Verified,28.69377857,-100.5099913
113778,Shot,Central America,1.0,Central America incl. Mexico,03/08/2015,Tiempo,Partially Verified,20.37373282,-99.64635203
114177,Drowning,Mixed,18.0,Mediterranean,27/09/2016,IOM Libya,Verified,32.03588962,24.03955721
114179,Hit by vehicle,Horn of Africa,1.0,Europe,08/10/2016,BBC,Partially Verified,50.96058326,1.875221378
114180,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,10/10/2016,La Rancherita del Aire,Partially Verified,28.68617033,-100.5091101
114977,Drowning,Central America,1.0,U.S./Mexico Border,11/10/2016,La Rancherita del Aire,Partially Verified,29.34267452,-100.9449565
114979,Hit by train,MENA,1.0,Europe,13/10/2016,La Voix du Nord,Partially Verified,50.978528,2.221462375
115777,Suffocation,Horn of Africa,1.0,Europe,17/10/2016,International Business Times,Partially Verified,51.0972128,1.018599377
115778,Presumed drowning,Caribbean,1.0,Caribbean,17/10/2016,Local 10 - ABC News,Partially Verified,24.01646285,-81.33045
116177,Injured from a fight,MENA,1.0,Europe,17/10/2016,La Presse,Partially Verified,50.5376558,2.641136593
116577,Drowning,Central America,1.0,U.S./Mexico Border,12/05/2016,Desaparecidos y sin reclamar en la frontera via Facebook,Partially Verified,32.70002537,-115.1744057
116578,Vehicle accident,Horn of Africa,7.0,Sub-Saharan Africa,30/09/2016,IOM Mozambique,Partially Verified,-12.30149237,39.35330377
116579,Drowning,Central America,1.0,Central America incl. Mexico,08/10/2016,La Journada,Partially Verified,15.66295484,-93.21907823
116580,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,18/10/2016,Zocalo Saltillo,Partially Verified,28.68812801,-100.5109984
116977,Drowning,Mixed,13.0,Mediterranean,20/10/2016,"IOM Italy, UNHCR",Partially Verified,32.88491162,14.71484165
117379,Drowning,Central America,2.0,U.S./Mexico Border,23/10/2016,SDP Noticias,Partially Verified,27.49931634,-99.50719049
117778,Drowning,Mixed,4.0,Mediterranean,20/10/2016,UNHCR,Verified,32.57054562,15.58176305
118177,Plane Stowaway,Sub-Saharan Africa,1.0,Middle East ,20/09/2016,Today.ng,Partially Verified,21.50016966,39.18552008
118180,Mixed,Central America & Mexico,44.0,Central America incl. Mexico,22/10/2016,Departmento 19,Verified,19.14634505,-98.4843723
118977,Fuel Inhalation,Mixed,29.0,Mediterranean,24/10/2016,Medicines Sans Frontieres,Partially Verified,33.03240315,14.84667758
119377,Drowning,Mixed,1.0,Mediterranean,25/10/2016,IOM Italy,Partially Verified,35.19810817,13.49250682
119380,Drowning,Sub-Saharan Africa,97.0,Mediterranean,25/10/2016,IOM Libya,Partially Verified,33.41159413,13.75668834
120578,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,27/10/2016,Super Channel 12,Partially Verified,28.73623123,-100.5070122
120579,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,18/10/2016,Jose Luis Morales,Partially Verified,16.09381014,-93.76815215
120977,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,14/07/2016,Rancherita del Aire,Partially Verified,28.9662448,-103.1511464
120978,Drowning,South East Asia,54.0,Southeast Asia,01/11/2016,The Jakarta Post,Partially Verified,0.311027488,106.376951
121777,Drowning,Mixed,12.0,Mediterranean,31/10/2016,IOM Italy,Verified,34.89233675,13.42844274
122179,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,21/10/2016,Pima County Office of the Medical Examiner,Verified,31.94442873,-112.0693736
122182,Unknown (Mummified remains),Central America & Mexico,1.0,U.S./Mexico Border,26/10/2016,Pima County Office of the Medical Examiner,Verified,31.86048725,-112.4813609
122184,Hit by vehicle,Middle East,1.0,Europe,25/10/2016,TheLocal.fr,Partially Verified,50.93776396,1.908352024
122578,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,29/09/2016,Pima County Office of the Medical Examiner,Verified,31.883812,-112.2561412
122579,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,05/10/2016,Pima County Office of the Medical Examiner,Verified,31.9490899,-112.1133189
122580,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,09/10/2016,Pima County Office of the Medical Examiner,Verified,31.79514654,-112.283607
122581,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,11/10/2016,Pima County Office of the Medical Examiner,Verified,31.77179936,-112.0803599
122582,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,13/10/2016,Pima County Office of the Medical Examiner,Verified,31.87448281,-111.9320445
122586,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,18/10/2016,Pima County Office of the Medical Examiner,Verified,31.74377498,-111.9320445
122587,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,23/10/2016,Pima County Office of the Medical Examiner,Verified,31.96307199,-112.18473
122588,Unknown (Skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,24/10/2016,Pima County Office of the Medical Examiner,Verified,31.82315536,-112.552772
122977,Dehydration,Central America & Mexico,1.0,U.S./Mexico Border,12/10/2016,Zocalo,Partially Verified,28.18218414,-100.2479329
122978,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,22/10/2016,Hoy Tamaulipas,Partially Verified,28.78656699,-100.5388075
122979,Drowning,Middle East/ South Asia,1.0,Mediterranean,03/11/2016,IOM Greece,Partially Verified,37.79591132,26.69108355
122981,"Hyperthermia, Dehydration",Central America & Mexico,1.0,U.S./Mexico Border,20/04/2016,El Imparcial,Partially Verified,29.10506945,-110.944694
123377,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,13/10/2016,alchileaguascalientes.com,Partially Verified,21.30885493,-102.1725268
123378,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,21/10/2016,Radio Eco Digital via Facebook,Partially Verified,26.07164192,-98.24756781
123379,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,03/11/2016,Laredo Monitor,Partially Verified,27.46044645,-99.48892287
123381,Drowning,Sub-Saharan Africa,1.0,Mediterranean,05/11/2016,AFP,Partially Verified,32.89571541,14.26602974
123777,"Drowning, Asphyxiation",Central America & Mexico,1.0,U.S./Mexico Border,16/06/2016,El Siglo,Partially Verified,28.19378763,-100.2239233
124177,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,12/08/2016,Hoy Tamaulipas,Partially Verified,25.88549113,-97.51201242
124577,Drowning,Mixed,4.0,Mediterranean,08/11/2016,UNHCR,Partially Verified,33.58329684,13.46240024
125377,Road accident,South Asia,1.0,Europe,15/07/2015,Calais Migrant Solidarity,Verified,50.93723527,1.890963574
125777,Drowning,Sub-Saharan Africa,5.0,Mediterranean,13/11/2016,SOS Mediteranee,Verified,35.34298932,15.08837691
125780,Drowning,Middle East/ South Asia,4.0,Mediterranean,15/11/2016,Hellenic Coast Guard,Verified,40.58783735,25.13033024
125782,Shot,South East Asia,1.0,Southeast Asia,14/11/2016,AFP,Partially Verified,21.39453321,92.41894231
126178,Drowning,Mixed,4.0,Mediterranean,14/11/2016,IOM Italy,Verified,33.56756815,15.13232222
126179,Drowning,South East Asia,1.0,Caribbean,03/04/2016,PanamPost,Partially Verified,12.41207731,-69.88197657
126180,Hit by vehicle,Central America & Mexico,1.0,Central America incl. Mexico,13/04/2016,Noticias de la Frontera,Partially Verified,17.42222614,-91.3362654
126181,Heart attack,Caribbean,1.0,South America,29/09/2016,Noticias RPTV,Partially Verified,7.819687403,-77.24050945
126577,Drowning,Mixed,7.0,Mediterranean,15/11/2016,IOM Rome,Verified,34.00328351,13.35253696
127777,Drowning,Middle East,6.0,Mediterranean,17/11/2016,UNHCR,Partially Verified,37.31223352,27.22932411
127778,Mixed,Central America & Mexico,6.0,U.S./Mexico Border,17/11/2016,Washington Post,Verified,27.48192786,-99.37209855
128177,Presumed drowning,Central America & Mexico,1.0,U.S./Mexico Border,20/11/2016,La Rancherita del Aire,Partially Verified,28.70807918,-100.5114275
128178,Stabbed,South Asia,1.0,Europe,20/11/2016,IOM Belgrade,Partially Verified,44.8032752,20.451394
128579,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,16/11/2016,El Pinero de la Cuenca,Partially Verified,18.84307438,-96.92086989
128582,Hypothermia,South Asia,1.0,Europe,22/11/2016,Sofia Globe,Partially Verified,43.4163924,23.02246093
128978,Drowning,Central America & Mexico,1.0,Central America incl. Mexico,19/05/2016,"El Mexico, Record Chiapas",Partially Verified,14.883575,-92.24142239
129377,Cervix cancer,Caribbean,1.0,Central America incl. Mexico,09/11/2016,Presidency of Costa Rica (Official communiqué),Partially Verified,9.913427331,-84.01792981
129378,Suicide,South Asia,1.0,Europe,22/11/2016,IOM Belgrade,Verified,43.59589735,23.48485441
129777,Digestive bleeding,South Asia,1.0,Central America incl. Mexico,14/05/2016,Presidency of Costa Rica (Official communiqué),Partially Verified,9.367276726,-83.7032999
130177,Presumed drowning,Sub-Saharan Africa,5.0,Central America incl. Mexico,13/06/2015,Ghana WEb and Critica .com,Partially Verified,8.433601232,-77.63891945
130178,Hit by train,Central America & Mexico,1.0,Central America incl. Mexico,16/06/2015,Noticiero Televisa,Partially Verified,25.69566745,-100.3290184
130977,Presumed hypothermia,Caribbean,1.0,South America,18/11/2016,CDN,Partially Verified,-19.69999756,-68.8833275
130978,Drowning,Sub-Saharan Africa,1.0,Europe,21/11/2016,San Remo News,Partially Verified,43.79080673,7.605632529
130979,Drowning,Sub-Saharan Africa,1.0,Mediterranean,24/11/2016,EFE,Partially Verified,35.89027846,-5.317298477
131778,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,08/11/2016,Pima County Office of the Medical Examiner,Verified,32.5788,-112.07773
131779,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,15/11/2016,Pima County Office of the Medical Examiner,Verified,32.26808,-111.91801
131780,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,15/11/2016,Pima County Office of the Medical Examiner,Verified,31.724167,-111.9245
131781,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,22/11/2016,Pima County Office of the Medical Examiner,Verified,31.896033,-111.670983
131782,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,28/11/2016,Pima County Office of the Medical Examiner,Verified,31.91564,-111.7579
131783,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,28/11/2016,Aldofo Flores Noticias,Verified,18.50944561,-96.46764834
132177,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,03/11/2016,Pima County Office of the Medical Examiner,Verified,31.723883,-112.106567
132179,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,23/11/2016,Pima County Office of the Medical Examiner,Verified,31.831217,-111.918133
132180,Hypothermia,Central America & Mexico,1.0,U.S./Mexico Border,26/11/2016,Pima County Office of the Medical Examiner,Verified,32.287367,-111.691233
132182,Drowning,Mixed,14.0,Mediterranean,03/12/2016,IOM Italy,Verified,34.71059417,13.98905405
132577,Hit by train,Horn of Africa,1.0,Europe,23/11/2016,Express UK,Partially Verified,46.49271964,11.33357872
132578,Drowning,South East Asia,26.0,Southeast Asia,05/12/2016,Al Jazeera,Partially Verified,19.8945115,91.77376131
133380,Hit by train,Central America & Mexico,1.0,Central America incl. Mexico,07/12/2016,Laguna Multimedios,Partially Verified,25.50424256,-103.410196
133381,Heart attack,Central America & Mexico,1.0,Central America incl. Mexico,29/11/2016,Codigo San Luis,Partially Verified,22.16757,-100.9753935
133777,Asphyxiation (Silica sand inhalation),Central America & Mexico,1.0,Central America incl. Mexico,07/12/2016,Noreste,Verified,18.82136,-97.16518
133778,Fell from wall,Central America & Mexico,1.0,U.S./Mexico Border,29/03/2016,canalestrellatv,Partially Verified,31.3377623,-110.586893
133779,Drowning,Central America & Mexico,1.0,Central America incl. Mexico,09/12/2016,El Sol de Puebla,Partially Verified,14.81490683,-92.54349599
134177,Drowning,Sub-Saharan Africa,11.0,Mediterranean,04/12/2016,IOM Libya,Verified,32.99475788,13.37045003
134180,Vehicle accident,Central America & Mexico,2.0,Central America incl. Mexico,13/12/2016,El Sol de Tlaxcala,Partially Verified,14.83629515,-92.45180897
134183,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa,6.0,North Africa,18/06/2016,Regional Mixed Migration Secretariat,Partially Verified,24.00877892,32.93312837
134802,Starvation Dehydration Suffocation Excessive_physical_abuse,Sub-Saharan Africa,2.0,North Africa,20/07/2016,Regional Mixed Migration Secretariat,Partially Verified,19.63787842,37.19110107
134841,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Sexual_abuse,Sub-Saharan Africa,3.0,North Africa,20/09/2016,Regional Mixed Migration Secretariat,Partially Verified,29.49530029,34.00048828
136177,Shot_or_Stabbed,Horn of Africa,2.0,Horn of Africa,31/10/2016,Regional Mixed Migration Secretariat,Partially Verified,15.90007747,36.84667885
136178,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Excessive_physical_abuse, Sexual_abuse",Horn of Africa,1.0,North Africa,06/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.08196629,35.44887651
136179,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Excessive_physical_abuse, Sexual_abuse",Horn of Africa,1.0,North Africa,06/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.55342253,32.55747064
136180,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Excessive_physical_abuse, Sexual_abuse",Horn of Africa,3.0,North Africa,06/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.47343973,30.3515593
136181,"Sickness_and_lack_of_access_to_medicines, Harsh_weather_lack_of_adequate_shelter, Vehicle_Accident",Horn of Africa,10.0,North Africa,10/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.5397971,33.42103611
136182,"Sickness_and_lack_of_access_to_medicines, Starvation, Excessive_physical_abuse, Sexual_abuse",Horn of Africa,3.0,Horn of Africa,13/11/2016,Regional Mixed Migration Secretariat,Partially Verified,12.03332849,36.94999907
136183,Sexual_abuse,Horn of Africa,2.0,North Africa,13/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.43841667,33.43954843
136184,Excessive_physical_abuse,Horn of Africa,4.0,North Africa,13/11/2016,Regional Mixed Migration Secretariat,Partially Verified,23.97678575,32.92214204
136577,Other,Horn of Africa,1.0,North Africa,06/11/2016,Regional Mixed Migration Secretariat,Partially Verified,27.18187604,31.16222209
136578,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Excessive_physical_abuse, Sexual_abuse",Horn of Africa,1.0,North Africa,06/11/2016,Regional Mixed Migration Secretariat,Partially Verified,13.50464869,33.53610605
136579,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa,2.0,North Africa,06/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.02398857,32.95012284
136580,Other,Horn of Africa,1.0,North Africa,13/11/2016,Regional Mixed Migration Secretariat,Partially Verified,18.08312027,33.94414886
136581,"Sickness_and_lack_of_access_to_medicines, Starvation, Harsh_weather_lack_of_adequate_shelter, Vehicle_Accident, Excessive_physical_abuse",Horn of Africa,4.0,North Africa,13/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.86962853,32.50487961
136582,"Sickness_and_lack_of_access_to_medicines, Starvation",Horn of Africa,1.0,North Africa,13/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.82771793,34.00560363
136977,Hit by vehicle,Central America & Mexico,1.0,Central America incl. Mexico,20/10/2016,Puebla Roja,Partially Verified,18.93839034,-98.19202826
137377,Glycemic crisis (Lack of Insuline Treatment),Central America & Mexico,1.0,U.S./Mexico Border,12/01/2016,Guanajuato Informa and Facebook,Verified,27.18464463,-98.15041226
137777,Drowning,Middle East/ South Asia,5.0,Mediterranean,18/12/2016,Daily Sabah and UNHCR,Verified,39.3289275,26.69429801
137778,shot,South East Asia,1.0,Southeast Asia,18/12/2016,Daily Star,Partially Verified,20.866667,92.3
137780,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,20/12/2016,Zocalo,Partially Verified,28.700661,-100.483036
138177,Hypothermia,Horn of Africa,1.0,Europe,01/01/2017,Novinite,Partially Verified,42.3488894,27.5591397
138578,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,01/10/2016,Pima County Office of the Medical Examiner,Partially Verified,31.77776132,-112.6215817
138579,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,10/11/2016,Diario Presente,Partially Verified,17.59830268,-92.85879035
138581,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,07/12/2016,Pima County Office of the Medical Examiner,Verified,31.73443163,-112.1352916
138582,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,13/12/2016,Pima County Office of the Medical Examiner,Verified,31.71574211,-112.0474009
138583,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,15/12/2016,Pima County Office of the Medical Examiner,Verified,31.86048725,-112.0968394
138584,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,15/12/2016,Pima County Office of the Medical Examiner,Verified,31.7484463,-112.1682505
138585,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,19/12/2016,Pima County Office of the Medical Examiner,Verified,31.72508734,-112.0364146
138586,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,19/12/2016,Pima County Office of the Medical Examiner,Verified,31.75311738,-112.1902232
138587,Fell from truck,Middle East,1.0,Europe,23/12/2016,RT,Partially Verified,51.03456203,2.373017896
138588,Vehicle accident,Caribbean,1.0,Central America incl. Mexico,24/12/2016,Radio Formula,Partially Verified,18.10980568,-94.44958184
138978,Beat-up and thrown into river,South America,1.0,U.S./Mexico Border,11/11/2016,Brazilian Voice,Partially Verified,27.4966927,-99.49613265
138979,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,06/12/2016,Pima County Office of the Medical Examiner,Verified,31.65965093,-112.0309214
138980,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,13/12/2016,Pima County Office of the Medical Examiner,Verified,31.89780402,-112.1407847
138981,Unknown (decomposed remains),Central America & Mexico,1.0,U.S./Mexico Border,18/12/2016,Pima County Office of the Medical Examiner,Verified,31.77179936,-112.1462779
138982,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,18/12/2016,Pima County Office of the Medical Examiner,Verified,31.70172249,-112.0419078
138983,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,19/12/2016,Pima County Office of the Medical Examiner,Verified,31.71106914,-111.9869761
138984,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,20/12/2016,Pima County Office of the Medical Examiner,Verified,31.68770076,-112.0968394
138985,Pending,Central America & Mexico,1.0,U.S./Mexico Border,21/12/2016,Pima County Office of the Medical Examiner,Verified,31.75778823,-112.1572642
138988,Drowning,Sub-Saharan Africa,5.0,Mediterranean,22/12/2016,IOM Libya,Partially Verified,32.88404725,12.7152764
138989,Drowning,Sub-Saharan Africa,4.0,Mediterranean,06/12/2016,UNHCR,Partially Verified,35.24884244,-3.905643487
138991,Various,Central America & Mexico,12.0,Central America incl. Mexico,25/12/2016,Codigo Veracruz,Verified,18.13362508,-94.42966912
139377,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,27/12/2016,Hoy Tamaulipas,Partially Verified,27.47263139,-99.48411635
139378,Vehicle accident,South Asia,3.0,Europe,28/12/2016,B92,Partially Verified,44.02343083,19.6749855
139379,Mixed,Central America & Mexico,18.0,U.S./Mexico Border,30/12/2016,Webb County Medical Examiner,Partially Verified,26.81815929,-98.34897197
139380,Hypothermia,South Asia,1.0,Europe,02/01/2017,"IOM Greece, AP",Partially Verified,41.35391961,26.47016486
139381,Drowning,Sub-Saharan Africa,5.0,Mediterranean,03/01/2017,IOM Libya,Verified,32.85211622,13.45181773
139382,Drowning,Sub-Saharan Africa,3.0,Mediterranean,03/01/2017,Xinhua,Partially Verified,35.17753044,-2.909827478
139777,Hypothermia,Middle East,2.0,Europe,05/01/2017,AFP,Partially Verified,42.07304085,27.01132567
140578,"Hypothermia, Exhaustion",Mixed,2.0,Middle East,03/01/2017,AP,Partially Verified,33.35082333,35.77302893
140977,Fell from train,Central America & Mexico,1.0,Central America incl. Mexico,11/01/2017,El Universal,Verified,27.221777,-101.39
141777,Drowning,Mixed,8.0,Mediterranean,13/01/2017,"UNHCR, El Confidencial",Verified,36.04938726,-5.43430583
141778,Hypothermia,Sub-Saharan Africa,1.0,Mediterranean,13/01/2017,EFE,Partially Verified,35.90589324,-5.302723052
142577,Drowning,Mixed,4.0,Mediterranean,13/01/2017,IOM Italy,Partially Verified,34.18241256,12.33788632
143380,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,12/01/2017,Hoy Tamaulipas,Partially Verified,25.88449152,-97.47543126
143777,Unknown (skeletal remains),Central America & Mexico,1.0,U.S./Mexico Border,02/01/2017,Facebook Desaparecidos y sin reclamar en la frontera,Partially Verified,26.09335524,-98.26927999
143780,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,13/01/2017,La Tarde,Partially Verified,26.07035285,-98.21501849
144177,Drowning,Central America & Mexico,1.0,U.S./Mexico Border,18/01/2017,Horacero and El Salvador Times,Partially Verified,26.08752282,-98.26576391
144577,"Starvation, Dehydration, Suffocation",Horn of Africa (P),4.0,North Africa,29/03/2015,Regional Mixed Migration Secretariat,Partially verified,29.61468506,13.5324707
144578,Excessive_physical_abuse,Horn of Africa (P),1.0,Sub-Saharan Africa,02/04/2015,Regional Mixed Migration Secretariat,Partially verified,-6.744506836,39.31469727
144579,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),2.0,Sub-Saharan Africa,02/04/2015,Regional Mixed Migration Secretariat,Partially verified,-25.89959717,32.60931397
144580,Excessive_physical_abuse Shot_or_Stabbed,Horn of Africa (P),4.0,Sub-Saharan Africa,08/04/2015,Regional Mixed Migration Secretariat,Partially verified,-17.83319092,31.0322876
144581,Other,Horn of Africa (P),1.0,Sub-Saharan Africa,13/04/2015,Regional Mixed Migration Secretariat,Partially verified,-15.61639404,29.796875
144582,Dehydration,Horn of Africa (P),1.0,Horn of Africa,16/04/2015,Regional Mixed Migration Secretariat,Partially verified,9.915893555,44.64709473
144583,Vehicle_Accident,Horn of Africa (P),1.0,Horn of Africa,20/04/2015,Regional Mixed Migration Secretariat,Partially verified,17.70111084,38.36987305
144584,"Starvation, Suffocation",Horn of Africa (P),1.0,Sub-Saharan Africa,15/05/2015,Regional Mixed Migration Secretariat,Partially verified,1.695678711,37.93768311
144585,Suffocation,Horn of Africa (P),1.0,Sub-Saharan Africa,19/05/2015,Regional Mixed Migration Secretariat,Partially verified,1.860473633,37.77288818
144586,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),1.0,Horn of Africa,21/05/2015,Regional Mixed Migration Secretariat,Partially verified,-0.353820801,42.54528809
144587,Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),1.0,North Africa,23/05/2015,Regional Mixed Migration Secretariat,Partially verified,30.41009522,19.56988525
144588,Vehicle_Accident,Horn of Africa (P),1.0,Horn of Africa,13/05/2015,Regional Mixed Migration Secretariat,Partially verified,12.98370361,30.31848145
144589,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),2.0,Sub-Saharan Africa,19/06/2015,Regional Mixed Migration Secretariat,Partially verified,-18.56317139,35.00268555
144590,Shot_or_Stabbed,Horn of Africa (P),1.0,Horn of Africa,21/06/2015,Regional Mixed Migration Secretariat,Partially verified,9.355285645,42.79528809
144591,Starvation,Horn of Africa (P),1.0,North Africa,06/07/2015,Regional Mixed Migration Secretariat,Partially verified,25.19848633,25.91967773
144592,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),1.0,Sub-Saharan Africa,19/07/2015,Regional Mixed Migration Secretariat,Partially verified,-4.047485352,39.75610352
144593,Starvation,Horn of Africa (P),1.0,North Africa,23/07/2015,Regional Mixed Migration Secretariat,Partially verified,15.02508545,32.52069092
144594,Starvation,Horn of Africa (P),7.0,North Africa,23/07/2015,Regional Mixed Migration Secretariat,Partially verified,21.51629639,25.08831787
144595,Vehicle_Accident,Horn of Africa (P),1.0,North Africa,05/08/2015,Regional Mixed Migration Secretariat,Partially verified,13.59948731,35.63012695
144596,Excessive_physical_abuse,Horn of Africa (P),2.0,North Africa,15/08/2015,Regional Mixed Migration Secretariat,Partially verified,30.753479,33.12268066
144597,Dehydration Suffocation Vehicle_Accident,Horn of Africa (P),3.0,North Africa,19/08/2015,Regional Mixed Migration Secretariat,Partially verified,21.68572998,30.75170898
144598,Vehicle_Accident,Horn of Africa (P),5.0,North Africa,19/08/2015,Regional Mixed Migration Secretariat,Partially verified,25.68591309,32.63928223
